iter	RMSE
284	2.366614022
285	2.366510333
286	2.366404566
287	2.36635365
288	2.366305418
289	2.366260348
290	2.366208373
291	2.366140752
292	2.366000653
293	2.365973754
294	2.365906686
295	2.365868886
296	2.365728541
297	2.365662996
298	2.365586226
299	2.365524361
300	2.36542709
301	2.365357556
302	2.365303147
303	2.365244223
304	2.365175147
305	2.36511091
306	2.365016793
307	2.364970331
308	2.364896378
309	2.364856515
310	2.364818154
311	2.364713681
312	2.364651005
313	2.364597686
314	2.364557085
315	2.364471188
316	2.364421442
317	2.364390875
318	2.364336369
319	2.364278136
320	2.364207749
321	2.364166939
322	2.364108393
323	2.364067898
324	2.363962513
325	2.363873201
326	2.363828833
327	2.363784875
328	2.363693907
329	2.36366195
330	2.36359464
331	2.363561709
332	2.363470145
333	2.363399561
334	2.363346486
335	2.363281006
336	2.363233794
337	2.363188327
338	2.363143733
339	2.363093896
340	2.363018407
341	2.362950455
342	2.362872506
343	2.362800874
344	2.362768617
345	2.36271017
346	2.362670188
347	2.362620487
348	2.362582034
349	2.362540181
350	2.36248395
351	2.362418844
352	2.362360163
353	2.362280174
354	2.362236272
355	2.362158081
356	2.362103384
357	2.362014605
358	2.361954847
359	2.361890748
360	2.361836706
361	2.361792882
362	2.361712413
363	2.36165022
364	2.361601117
365	2.361526973
366	2.361466747
367	2.36139444
368	2.361334469
369	2.361291254
370	2.361244789
371	2.361186906
372	2.361138684
373	2.361011054
374	2.360977244
375	2.360956137
376	2.360885627
377	2.360806845
378	2.360760047
379	2.360704497
380	2.360650588
381	2.360582073
382	2.360531963
383	2.36048064
384	2.360386161
385	2.360315708
386	2.360265182
387	2.360205438
388	2.360162058
389	2.360095313
390	2.359995199
391	2.35995029
392	2.359876805
393	2.359801402
394	2.359726749
395	2.359662002
396	2.359603232
397	2.359541603
398	2.359496152
399	2.35941265
400	2.359361041
401	2.359344588
402	2.359299737
403	2.359270187
404	2.359241323
405	2.359182184
406	2.359102267
407	2.35902653
408	2.358956405
409	2.358867635
410	2.358766787
411	2.358713066
412	2.35866662
413	2.35859248
414	2.358519461
415	2.35849586
416	2.358470239
417	2.358384159
418	2.358353535
419	2.358263565
420	2.358214618
421	2.3581662
422	2.358128218
423	2.358080896
424	2.358018438
425	2.357921036
426	2.357823778
427	2.357747805
428	2.35766114
429	2.357644222
430	2.357614437
431	2.357544878
432	2.35747701
433	2.357420655
434	2.35736886
435	2.357303738
436	2.357249477
437	2.357213511
438	2.357133569
439	2.357056813
440	2.357014255
441	2.356947531
442	2.356906693
443	2.356813304
444	2.356747702
445	2.356676047
446	2.356618044
447	2.356568198
448	2.356534949
449	2.35646453
450	2.356382353
451	2.356328555
452	2.356295035
453	2.356225054
454	2.356168649
455	2.356141171
456	2.356053519
457	2.35596847
458	2.355943573
459	2.355862047
460	2.355802966
461	2.35573238
462	2.355687764
463	2.355594088
464	2.355517633
465	2.355461219
466	2.355399774
467	2.355374231
468	2.355331701
469	2.355278431
470	2.355182359
471	2.355165144
472	2.355125471
473	2.355088532
474	2.35505072
475	2.355024839
476	2.354997889
477	2.354939295
478	2.354893492
479	2.354815598
480	2.354779666
481	2.354739692
482	2.354718694
483	2.354675465
484	2.354611475
485	2.354587765
486	2.354544575
487	2.354488925
488	2.354435197
489	2.354396148
490	2.354317706
491	2.354280115
492	2.354226902
493	2.354186558
494	2.354039216
495	2.353963981
496	2.353917037
497	2.353878295
498	2.353830386
499	2.353764608
500	2.353670443
501	2.353614771
502	2.353571741
503	2.353540684
504	2.35350637
505	2.353467925
506	2.353407887
507	2.35337657
508	2.353337693
509	2.353289197
510	2.353232406
511	2.353197266
512	2.353160912
513	2.353098355
514	2.353045568
515	2.353000077
516	2.35290451
517	2.352878351
518	2.352820926
519	2.352787605
520	2.352710452
521	2.352640243
522	2.352602382
523	2.352566551
524	2.352520369
525	2.35248213
526	2.352452532
527	2.352419589
528	2.352377386
529	2.352320603
530	2.352278856
531	2.352236592
532	2.352154628
533	2.352084969
534	2.352017443
535	2.351963382
536	2.351906896
537	2.351875174
538	2.351833205
539	2.351796465
540	2.351774948
541	2.35172548
542	2.351626119
543	2.351585929
544	2.351550704
545	2.351508824
546	2.351458044
547	2.351392469
548	2.351349674
549	2.351302368
550	2.351256661
551	2.35123532
552	2.351195766
553	2.351163947
554	2.351121702
555	2.351064701
556	2.351007976
557	2.350960103
558	2.350902271
559	2.350878232
560	2.350820598
561	2.350788339
562	2.350709521
563	2.35065347
564	2.350613956
565	2.350575756
566	2.350545282
567	2.350497821
568	2.350429316
569	2.350387497
570	2.350304013
571	2.350266185
572	2.350215354
573	2.350168684
574	2.350123107
575	2.350030937
576	2.349981292
577	2.349936909
578	2.349899392
579	2.349881524
580	2.349836595
581	2.349770855
582	2.349721105
583	2.349691385
584	2.349662484
585	2.349645106
586	2.349610981
587	2.349589603
588	2.349533269
589	2.349510209
590	2.34944576
591	2.349417323
592	2.34936209
593	2.349323691
594	2.34924816
595	2.349230727
596	2.349166854
597	2.349110107
598	2.349039967
599	2.348999559
600	2.348925436
601	2.348883857
602	2.348828527
603	2.348770758
604	2.348698564
605	2.348662366
606	2.348614821
607	2.348557687
608	2.348538551
609	2.34850078
610	2.348457553
611	2.348424882
612	2.34838899
613	2.348338922
614	2.34828736
615	2.348230034
616	2.348171956
617	2.348113492
618	2.348075517
619	2.348018974
620	2.34795313
621	2.347910731
622	2.347871592
623	2.347834703
624	2.347768745
625	2.347721637
626	2.34766782
627	2.34758845
628	2.347544432
629	2.347519822
630	2.347460833
631	2.347417883
632	2.34737317
633	2.347320752
634	2.347281334
635	2.347240604
636	2.347204472
637	2.347160852
638	2.347094943
639	2.347065487
640	2.347024435
641	2.346972791
642	2.346926307
643	2.346880546
644	2.346844305
645	2.346761702
646	2.346698733
647	2.346641539
648	2.34660736
649	2.346548602
650	2.346506831
651	2.346479509
652	2.346428858
653	2.346400374
654	2.346354432
655	2.346296777
656	2.346268102
657	2.346232815
658	2.346206065
659	2.346142383
660	2.346118625
661	2.346079743
662	2.346043001
663	2.345994015
664	2.345933439
665	2.34586714
666	2.345842588
667	2.345767857
668	2.345714564
669	2.345669034
670	2.345648082
671	2.345586905
672	2.345542046
673	2.345478574
674	2.345396608
675	2.345363502
676	2.345317249
677	2.345271284
678	2.345220293
679	2.345179075
680	2.3451303
681	2.345066891
682	2.345034417
683	2.345000993
684	2.344960411
685	2.344941471
686	2.344883741
687	2.344830106
688	2.34480798
689	2.344772649
690	2.34472869
691	2.34467192
692	2.344613827
693	2.344576325
694	2.344549182
695	2.344525255
696	2.344498685
697	2.344457085
698	2.34440427
699	2.344382625
700	2.344332011
701	2.344263303
702	2.344217433
703	2.344178079
704	2.344130252
705	2.344086703
706	2.344058459
707	2.344006023
708	2.343965472
709	2.343901158
710	2.343851302
711	2.343812925
712	2.34375015
713	2.343720002
714	2.343668347
715	2.343634147
716	2.343611341
717	2.343534345
718	2.343497019
719	2.343433669
720	2.343386935
721	2.343354409
722	2.343313703
723	2.343284493
724	2.343213954
725	2.343164929
726	2.343155356
727	2.343123763
728	2.343059692
729	2.343009065
730	2.342973987
731	2.342926348
732	2.342890124
733	2.342861722
734	2.342808274
735	2.34275325
736	2.342716224
737	2.342659013
738	2.342596065
739	2.342560964
740	2.342519792
741	2.342491925
742	2.342418177
743	2.342375548
744	2.342340891
745	2.342289861
746	2.342242322
747	2.342170098
748	2.342113523
749	2.342065181
750	2.34203745
751	2.342013052
752	2.341935851
753	2.341880971
754	2.341830616
755	2.341780662
756	2.341695309
757	2.341656271
758	2.341607557
759	2.341588248
760	2.341550416
761	2.341504901
762	2.341468439
763	2.341408858
764	2.341365323
765	2.341311135
766	2.341267149
767	2.341230185
768	2.341159353
769	2.34112201
770	2.341062512
771	2.34099697
772	2.340952594
773	2.340889873
774	2.340862655
775	2.34082238
776	2.340791142
777	2.340756156
778	2.340706909
779	2.340686778
780	2.340634602
781	2.340612344
782	2.340566106
783	2.340533839
784	2.340502438
785	2.340471731
786	2.340412884
787	2.340378263
788	2.34034591
789	2.34031756
790	2.340226741
791	2.340182377
792	2.340124258
793	2.3400713
794	2.340054638
795	2.340008602
796	2.339990383
797	2.339949372
798	2.339908514
799	2.339883147
800	2.339840353
801	2.339816625
802	2.339764334
803	2.339719187
804	2.339682441
805	2.339636737
806	2.339594924
807	2.339553294
808	2.339503786
809	2.33945852
810	2.339432776
811	2.339358594
812	2.339327939
813	2.339313437
814	2.339268811
815	2.339227818
816	2.339204626
817	2.339174771
818	2.339158335
819	2.339122309
820	2.339086931
821	2.339066982
822	2.33903373
823	2.338994894
824	2.338966925
825	2.338944758
826	2.338915699
827	2.338889888
828	2.338848114
829	2.338808716
830	2.338771827
831	2.338732351
832	2.338670522
833	2.338643277
834	2.338603616
835	2.33855273
836	2.338519272
837	2.338480592
838	2.338440777
839	2.33839211
840	2.338350316
841	2.33828805
842	2.338266143
843	2.338249605
844	2.338206354
845	2.338180546
846	2.338171917
847	2.338142675
848	2.338092542
849	2.338072993
850	2.338040188
851	2.338000652
852	2.337945155
853	2.337868158
854	2.337830489
855	2.337794688
856	2.337750465
857	2.337720929
858	2.337662817
859	2.337619935
860	2.337562324
861	2.337520983
862	2.33747145
863	2.337400865
864	2.337359796
865	2.337324009
866	2.337279011
867	2.337236267
868	2.337184807
869	2.337158229
870	2.337111288
871	2.337073571
872	2.33705622
873	2.337023194
874	2.336993083
875	2.336920547
876	2.336885637
877	2.336842548
878	2.336781132
879	2.336752135
880	2.336730362
881	2.33669304
882	2.336637233
883	2.336537741
884	2.336487208
885	2.336457472
886	2.336408235
887	2.336362077
888	2.336299982
889	2.336282039
890	2.336246994
891	2.336191711
892	2.336153708
893	2.336117104
894	2.336079415
895	2.336031069
896	2.335988566
897	2.33595486
898	2.335916074
899	2.335853445
900	2.335825829
901	2.335770503
902	2.335707836
903	2.335660189
904	2.335627634
905	2.335566976
906	2.335545522
907	2.335521425
908	2.33543474
909	2.335401342
910	2.335379346
911	2.33536768
912	2.335336647
913	2.335269113
914	2.335224064
915	2.335180187
916	2.335127955
917	2.335089991
918	2.335041531
919	2.334987227
920	2.334936461
921	2.334903216
922	2.33486325
923	2.334815125
924	2.334788936
925	2.334747408
926	2.334696577
927	2.334648717
928	2.334622825
929	2.334584904
930	2.334530178
931	2.334501549
932	2.334447404
933	2.334393741
934	2.334367391
935	2.334325286
936	2.334261733
937	2.334217279
938	2.334188175
939	2.334162646
940	2.334126563
941	2.334101954
942	2.334085473
943	2.33406997
944	2.334008407
945	2.333942122
946	2.333891323
947	2.33386686
948	2.333845224
949	2.333801305
950	2.333749482
951	2.333712944
952	2.333666632
953	2.333624873
954	2.333601979
955	2.333576132
956	2.333544281
957	2.333496167
958	2.333433765
959	2.333384656
960	2.33335558
961	2.333338355
962	2.333286338
963	2.333237954
964	2.333209341
965	2.333194768
966	2.333164469
967	2.333127089
968	2.333101966
969	2.333082513
970	2.333059664
971	2.333024224
972	2.332960928
973	2.332917279
974	2.332892858
975	2.332843373
976	2.332826993
977	2.332788267
978	2.332750374
979	2.33271496
980	2.332680313
981	2.332605057
982	2.332566937
983	2.332541462
984	2.332484698
985	2.332460615
986	2.332432713
987	2.332380201
988	2.332337161
989	2.33228709
990	2.332235517
991	2.332194723
992	2.332154625
993	2.332106484
994	2.332092315
995	2.332052204
996	2.33202861
997	2.331995192
998	2.331945952
999	2.331894034
